Mod:Item:MetaData, Localized Name
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:5, Green Schist Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:6, Soapstone Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:7, Migmatite Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:0, Limestone Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:1, Chalk Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:2, Shale Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:3, Siltstone Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:4, Lignite Block Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:5, Dolomite Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:6, Greywacke Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:7, Chert Aluminum Ore
undergroundbiomes:igneous_stone_coal_ore:0, Red Granite Coal Ore
undergroundbiomes:igneous_stone_coal_ore:1, Black Granite Coal Ore
undergroundbiomes:igneous_stone_coal_ore:2, Rhyolite Coal Ore
undergroundbiomes:igneous_stone_coal_ore:3, Andesite Coal Ore
undergroundbiomes:igneous_stone_coal_ore:4, Gabbro Coal Ore
undergroundbiomes:igneous_stone_coal_ore:5, Basalt Coal Ore
undergroundbiomes:igneous_stone_coal_ore:6, Komatiite Coal Ore
undergroundbiomes:igneous_stone_coal_ore:7, Dacite Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:0, Gneiss Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:1, Eclogite Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:2, Marble Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:3, Quartzite Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:4, Blue Schist Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:5, Green Schist Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:6, Soapstone Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:7, Migmatite Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:0, Limestone Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:1, Chalk Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:2, Shale Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:3, Siltstone Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:4, Lignite Block Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:5, Dolomite Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:6, Greywacke Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:7, Chert Coal Ore
undergroundbiomes:igneous_stone_appliedenergistics2_quartz_ore:0, Red Granite Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_quartz_ore:1, Black Granite Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_quartz_ore:2, Rhyolite Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_quartz_ore:3, Andesite Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_quartz_ore:4, Gabbro Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_quartz_ore:5, Basalt Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_quartz_ore:6, Komatiite Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_quartz_ore:7, Dacite Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_quartz_ore:0, Gneiss Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_quartz_ore:1, Eclogite Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_quartz_ore:2, Marble Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_quartz_ore:3, Quartzite Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_quartz_ore:4, Blue Schist Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_quartz_ore:5, Green Schist Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_quartz_ore:6, Soapstone Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_quartz_ore:7, Migmatite Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_quartz_ore:0, Limestone Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_quartz_ore:1, Chalk Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_quartz_ore:2, Shale Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_quartz_ore:3, Siltstone Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_quartz_ore:4, Lignite Block Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_quartz_ore:5, Dolomite Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_quartz_ore:6, Greywacke Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_quartz_ore:7, Chert Certus Quartz Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:0, Red Granite Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:1, Black Granite Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:2, Rhyolite Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:3, Andesite Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:4, Gabbro Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:5, Basalt Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:6, Komatiite Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:7, Dacite Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:0, Gneiss Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:1, Eclogite Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:2, Marble Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:3, Quartzite Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:4, Blue Schist Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:5, Green Schist Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:6, Soapstone Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:7, Migmatite Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:0, Limestone Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:1, Chalk Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:2, Shale Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:3, Siltstone Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:4, Lignite Block Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:5, Dolomite Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:6, Greywacke Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:7, Chert Bauxite Ore
undergroundbiomes:igneous_stone_diamond_ore:0, Red Granite Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:1, Black Granite Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:2, Rhyolite Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:3, Andesite Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:4, Gabbro Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:5, Basalt Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:6, Komatiite Diamond Ore
undergroundbiomes:igneous_stone_diamond_ore:7, Dacite Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:0, Gneiss Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:1, Eclogite Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:2, Marble Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:3, Quartzite Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:4, Blue Schist Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:5, Green Schist Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:6, Soapstone Diamond Ore
undergroundbiomes:metamorphic_stone_diamond_ore:7, Migmatite Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:0, Limestone Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:1, Chalk Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:2, Shale Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:3, Siltstone Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:4, Lignite Block Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:5, Dolomite Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:6, Greywacke Diamond Ore
undergroundbiomes:sedimentary_stone_diamond_ore:7, Chert Diamond Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:0, Red Granite Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:1, Black Granite Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:2, Rhyolite Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:3, Andesite Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:4, Gabbro Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:5, Basalt Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:6, Komatiite Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:7, Dacite Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:0, Gneiss Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:1, Eclogite Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:2, Marble Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:3, Quartzite Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:4, Blue Schist Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:5, Green Schist Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:6, Soapstone Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:7, Migmatite Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:0, Limestone Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:1, Chalk Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:2, Shale Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:3, Siltstone Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:4, Lignite Block Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:5, Dolomite Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:6, Greywacke Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:7, Chert Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:0, Red Granite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:1, Black Granite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:2, Rhyolite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:3, Andesite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:4, Gabbro Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:5, Basalt Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:6, Komatiite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:7, Dacite Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:0, Gneiss Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:1, Eclogite Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:2, Marble Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:3, Quartzite Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:4, Blue Schist Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:5, Green Schist Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:6, Soapstone Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:7, Migmatite Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:0, Limestone Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:1, Chalk Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:2, Shale Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:3, Siltstone Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:4, Lignite Block Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:5, Dolomite Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:6, Greywacke Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:7, Chert Destabilized Redstone Ore
vc:airship_workbench, Airship Workbench
vc:item_guidebook_main, The 'Vies' Craft, vol.1
vc:item_dismounter_normal, Dismounter
vc:item_dismounter_player, Dismounter Player
vc:item_viesoline_pellets, Viesoline Pellets
vc:item_logic_chip, Logic Chip
vc:item_airship_ignition, Airship Core
vc:item_airship_frame, Airship Frame
vc:item_airship_engine, Airship Engine
vc:item_airship_balloon, Airship Balloon
vc:upgrades/item_upgrade_airship_core:0, §fCore Shard
vc:upgrades/item_upgrade_airship_core:1, §fCore Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_core:2, §eCore Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_core:3, §bCore Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_core:4, §dCore Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_core:5, §cCore Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_frame:0, §fFrame Casing
vc:upgrades/item_upgrade_airship_frame:1, §fFrame Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_frame:2, §eFrame Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_frame:3, §bFrame Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_frame:4, §dFrame Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_frame:5, §cFrame Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_engine:0, §fEngine Fragment
vc:upgrades/item_upgrade_airship_engine:1, §fEngine Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_engine:2, §eEngine Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_engine:3, §bEngine Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_engine:4, §dEngine Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_engine:5, §cEngine Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_balloon:0, §fBalloon Remnant
vc:upgrades/item_upgrade_airship_balloon:1, §fBalloon Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_balloon:2, §eBalloon Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_balloon:3, §bBalloon Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_balloon:4, §dBalloon Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_balloon:5, §cBalloon Upgrade §7(§cTier 5§7)
vc:item_bomb:0, §fBomb Casing
vc:item_bomb:1, §eSmall Bomb
vc:item_bomb:2, §eBig Bomb
vc:item_bomb:3, §eScatter Bomb
vc:modules/item_module_type:0, §fModule Chip
vc:modules/item_module_type:1, §eLesser Altitude §7(§4Module§7)
vc:modules/item_module_type:2, §bAltitude §7(§4Module§7)
vc:modules/item_module_type:3, §dGreater Altitude §7(§4Module§7)
vc:modules/item_module_type:4, §eLesser Speed §7(§4Module§7)
vc:modules/item_module_type:5, §bSpeed §7(§4Module§7)
vc:modules/item_module_type:6, §dGreater Speed §7(§4Module§7)
vc:modules/item_module_type:7, §eLesser Storage §7(§4Module§7)
vc:modules/item_module_type:8, §bStorage §7(§4Module§7)
vc:modules/item_module_type:9, §dGreater Storage §7(§4Module§7)
vc:modules/item_module_type:10, §eLesser Fuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:11, §bFuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:12, §dGreater Fuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:13, §eLesser Music §7(§4Module§7)
vc:modules/item_module_type:14, §bMusic §7(§4Module§7)
vc:modules/item_module_type:15, §dGreater Music §7(§4Module§7)
vc:modules/item_module_type:16, §eLesser Cruise Control §7(§4Module§7)
vc:modules/item_module_type:17, §bCruise Control §7(§4Module§7)
vc:modules/item_module_type:18, §dGreater Cruise Control §7(§4Module§7)
vc:modules/item_module_type:19, §eLesser Water Landing §7(§4Module§7)
vc:modules/item_module_type:20, §bWater Landing §7(§4Module§7)
vc:modules/item_module_type:21, §dGreater Water Landing §7(§4Module§7)
vc:modules/item_module_type:22, §eLesser Infinite Fuel §7(§4Module§7)
vc:modules/item_module_type:23, §bInfinite Fuel §7(§4Module§7)
vc:modules/item_module_type:24, §dGreater Infinite Fuel §7(§4Module§7)
vc:modules/item_module_type:25, §eLesser Bombing §7(§4Module§7)
vc:modules/item_module_type:26, §bBombing §7(§4Module§7)
vc:modules/item_module_type:27, §dGreater Bombing §7(§4Module§7)
vc:modules/item_module_creative, item.vc:modules/item_module_creative.name
vc:airships/item_airship:0, §7Airship§a - '§7Airship§a'
vc:airships/item_airship:1, §fAirship§a - '§fAirship§a'
vc:airships/item_airship:2, §eAirship§a - '§eAirship§a'
vc:airships/item_airship:3, §bAirship§a - '§bAirship§a'
vc:airships/item_airship:4, §dAirship§a - '§dAirship§a'
vc:airships/item_airship:5, §cAirship§a - '§cAirship§a'
vc:airships/item_airship_creative:0, §6Airship§a - §6Creative §4§l (§9C§ar§be§ca§dt§ei§fv§3e§4§l) 
vc:achievements/achievement_airship:0, Icon - create_engine
vc:achievements/achievement_airship:1, Icon - create_ignition
vc:achievements/achievement_airship:2, Icon - create
vc:achievements/achievement_airship:3, Icon - create_color
vc:achievements/achievement_airship:4, Icon - create_module
vc:achievements/achievement_airship:5, Icon - airborn
vc:achievements/achievement_airship:6, Icon - water
